id,basics,education,skills,work
449,,"study: Chef&#44; Food Production and Management, institution: Kenya Utalii College",Management ; Marketing Communications ; Hospitality ; Promotion &amp; Marketing ; Print Media Sales ; Event Management ; Media Relations ; Photography ; Digital Media ; Press Releases ; Mentoring ; Online Advertising ; Tourism ; Public Relations ; Corporate Communications ; Social Media Marketing ; Operational Excellence ; Marketing Strategy ; Business Development ; Restaurants ; Sales ; Magazines ; Hotels,"work: Computer City, position: Managing Director, desc:  ; work: International Quality Awards Limited &#44; Nairobi, position: CEO, desc: CEO and Founder of the Chefs Delight Awards and Bar &amp; Mixolog Awards. Yearly awarding the best establishments as voted by their own paying customers. Voting is through a mobile App available on Android and iPhone. Download the App from Playstore  or Applestore and register. Remember &quot;Your Opinion Matters&quot; ; work: Leisure &amp; Travel Guides EA Ltd&#44; Kenya, position: CEO, desc: CEO &amp; Founder of the Go Places. Expanded over 20 years promoting Tourism and Hospitality in the East Africa Region. Major publication include Go Places Magazine, Go Places Hotel &amp; Accommodation Directory, Go Places Restaurant Directory, Go Places Conference Directory. These publication include both print and online version. Other products include the Go Places Privilege Club ( a membership club with  58,000+ members and 650+ Merchants , Go Places 360 Degree Virtual Tours. 

Associated companies include: Go Places Tours &amp; Travel, Global Image Group Limited, International Quality Awards Ltd and The Matriarch Collection. ; work: Yellow Pages Publishing &amp; Marketing Ltd, position: Managing Director, desc: "
450,"High-achieving and self-directed with strong academic credentials and hands-on mechanical experience. Solid knowledge of machine building, designing, and operating. Noted for strong leadership, team cooperation, and project management skills.  
","study: Bachelor of Engineering (B.E.)&#44; Mechanical Engineering, institution: University of Nevada-Las Vegas",Materials Mechanics ; Statics ; Fluid Dynamics ; Automatic Controls ; Microsoft Word ; Team Leadership ; LabVIEW ; Teamwork ; Dynamics of Machine ; Statistics for Engineers &amp; Scientists ; Microsoft PowerPoint ; ProtoBoard Workstation ; Microsoft Office ; Microsoft Excel ; Matlab,"work: Dai Loc Phat, Inc. &#44; Hochiminh City, Vietnam, position: Engineering Intern, desc: * Learned how to examine issues &amp; fix products, such as misted fans, portable air conditioners
* Supported customers with machine problems ; work: Thien Phat Shopping Center&#44; Angiang, Vietnam, position: Manager, desc: * Manage and motivate employees to increase sales and ensure efficiency 
* Respond to customer complaints and comments
* Analyze sales figures and forecasted future sales volumes to oversee pricing and stock control
* Determine marketing strategy changes, and implement strategies to meet long and short term goals"
451,,,Team Leadership ; Solution Selling ; Management ; Business Analysis ; Business Networking ; Customer Service ; Microsoft Office ; Sales ; People Development ; Leadership ; Driving Results ; Project Management ; Executive Management ; Business Development ; Organizational Effectiveness ; Strategic Communications ; Executive Coaching,"work: Microsoft&#44; Hanoi, Vietnam, position: Enterprise and Partner Group (EPG) Director - Microsoft Vietnam, desc:  ; work: Oracle&#44; Hanoi, Vietnam, position: Country Sales Director - Oracle Vietnam, desc:  ; work: HP&#44; Hanoi, Vietnam, position: Account Manager - Hewlett Packard Vietnam, desc:  ; work: Microtec Vietnam Pte Ltd&#44; Hanoi, Vietnam, position: Product Manager, desc:  ; work: University of Transportation and Communications&#44; Hanoi, Vietnam, position: Lecturer, desc:  ; work: HP&#44; Hanoi, Vietnam, position: Senior Sales Manager - Hewlett Packard Vietnam, desc:  ; work: IBM&#44; Hanoi, Vietnam, position: Country General Manager of System Technology Group (STG) cum Deputy General Manager of IBM Vietnam, desc:  ; work: HP&#44; Hanoi, Vietnam, position: Sales Director of Technology Solutions Group (TSG) - Hewlett Packard Vietnam, desc: "
452,"

Specialties: adobe,  microsoft office,  microsoft windows,  microsoft windows 2000,  microsoft windows 3.11,  microsoft windows 98,  ms dos,  vista,","study: , institution: Pius x College ; study: Course&#44; Information Technology, institution: Microsoft Partner Network ; study: Commercieel medewerker binnendienst&#44; Commercie &amp; Ondernemen, institution: ROC van Twente",Event Management ; Management ; Social Media ; Windows ; ESXi ; Microsoft Excel ; Dutch ; Office 365 ; Analysis ; Powershell ; Coaching ; Windows Server ; VMware ; English ; Account Management ; Cloud Computing ; Security ; Microsoft Office ; Microsoft Word ; Project Management ; ICT,"work: Scouting Cluster Almelo&#44; Almelo, position: Secretaris, desc: http://scoutinggroepenalmelo.nl/ ; work: Scouting St. Egbertus&#44; Almelo, position: Voorzitter, desc:  ; work: Parema Industrial - Lekbakspecialist.nl, position: Webdevelloper, desc: Mainly maintance to the webshop. Add new items, change other products. Make the site up to date ; work: TC Tubantia, position: Deliverer, desc:  ; work: The Orient Express Almelo, position: Deliverer, catering., desc: All-round support. ; work: HI-Computers, position: ICT Specialist / Security Expert, desc: Passend advies leveren en op zoek naar de beste oplossingen mbt ICT. Zowel correctief als preventief onderhoud aan systemen en netwerken. Vooral in de klein en middel zakelijke markt. Netwerkbeheer, werkplekbeheer, serverbeheer, aanleggen van WiFi netwerken tot het assembleren en verkopen van nieuwe notebooks en/of computersystemen. ; work: Boulevard Entertainment&#44; Almelo, position: Entertainment Manager, desc: Manager van het concept Boulevard Outdoor. Een jaarlijks terugkerend festival. ; work: New Day at Work&#44; Nijkerk, position: Cloud Support Engineer, desc: "
453,,,,"work: Tech Mahindra, position: Shipping and Receiving Clerk, desc: "
454,,"study: BSc&#44; Computer Science, institution: Ho Chi Minh City University of Natural Science",Management ; ERP ; Project Portfolio Management ; Management Consulting ; Requirements Analysis ; Integration ; CMMI ; IT Service Management ; CRM ; SOA ; Solution Architecture ; PMP ; IT Strategy ; Enterprise Architecture ; Scrum ; Agile Methodologies ; Quality Assurance ; PMO ; Microsoft SQL Server ; Project Delivery ; .NET ; Business Analysis ; .NET Framework ; Software Project Management ; Outsourcing ; Business Process ; Data Warehousing ; Analysis ; Databases ; Oracle ; Customer Relationship Management (CRM) ; Project Management ; Software Development ; ITIL ; Software Engineering ; Business Intelligence ; Enterprise Resource Planning (ERP) ; Software Development Life Cycle (SDLC) ; Agile Project Management ; Risk Management ; Vendor Management ; Requirements Gathering ; SDLC ; IT Management,"work: Misys&#44; Hanoi, position: Project Manager, desc:  ; work: Sungard System Access&#44; Ho Chi Minh, position: Core Banking Solution Project Manager, desc:  ; work: 3i Infotech&#44; Ho Chi Minh, position: Manager, Project Management, desc:  ; work: Thomson Reuters&#44; Hanoi, position: Project Manager, desc:  ; work: DHL&#44; Ho Chi Minh, position: Country Head of IT, VN KH, desc:  ; work: Alive Interactive Media, position: ERP System Analyst, desc:  ; work: Fiserv, position: Technical Project Director, desc:  ; work: TMA Solutions&#44; Ho Chi Minh, position: SPI Consultant, desc:  ; work: Publicis Groupe&#44; Vietnam, position: Country Information Technology Manager, desc:  ; work: Re:Sources&#44; Vietnam, position: Country IT Manager, desc:  ; work: IF Software&#44; Ho Chi Minh, position: Banking Mortgage Technical Analyst and Banking Data Warehouse Reporting System Analyst, desc: "
455,"My work experiences have provided me with skills and experiences in areas of

•	Business-oriented IT (Business understanding, business process management and Risk Management)
•	Customer-oriented IT (IT sales and business development) 
•	Technical IT (Infrastructure, operations and development, Security Management)
•	User-oriented IT (Development and support)


CORE COMPETENCIES: 

Personal: 
•	Leadership and People Management 
•	Change Management 
•	Strong Negotiator and Communicative 
•	High Performer 
•	Responsibility 
•	Result-oriented 
IT Professional:
•	IT strategies, Security Policies, audit and process
•	IT Business Development
•	IT Enterprise Infrastructure 
•	IT Infrastructure On-premier &amp; Cloud 
•	IT Enterprise Project management 
•	Business understanding
•	Budgeting and Training 

Email: ","study: , institution: Chi Minh City University of Technology ; study: Enterprise Admin&#44; Microsoft Technology, institution: Microsoft ; study: MCT &#44; Computer/Information Technology Administration and Management, institution: Microsoft ",Cisco Technologies ; Networking ; Health Information Exchange ; TMG ; SCCM ; IT Service Management ; Office Administration ; ISA Server ; ITIL ; Servers ; Firewalls ; SCCM 2012 ; IIS ; SQL Server ; Private Cloud ; Asterisk ; Office 365 ; Network Administration ; Citrix ; Microsoft Office ; Microsoft SQL Server ; Technical Support ; Active Directory ; Microsoft Exchange ; Windows Server ; Linux ; Hyper-V ; Operations Management ; SharePoint ; DNS ; Windows 7 ; XP ; VMware ; Disaster Recovery ; CCNP ; CentOS ; Security ; Microsoft Certified Professional ; Cloud Computing ; Amazon Web Services (AWS) ; Nagios ; Hardware ; Risk Management ; CCNA ; SQL ; Help Desk Support ; Windows Server 2008 ; Forefront ; MCSE ; Mail Server,"work: Harvey Nash Vietnam&#44; Harvey Nash Viet Nam, position: IT Team leader ( Role IT Manager ), desc: Harvey Nash Vietnam : 
IT Lead ( role IT Manager ) with 12 employees, direct reports from IT infrastructure and IT services desk 
Primary areas of responsibilities:
•	Process and operation optimization through use of IT
•	VN IT strategy and IT policies
•	VN IT Budget (Tel-co, Internet line, IT and VN Office equipment) 
•	Support organization across regions and countries
•	Operation of all business systems and infrastructure 

Key Projects:
•	Redesign and implementation of new infrastructure Harvey Nash Vietnam.
•	Responsible for setup new 6 offices in Saigon 
•	Support business units with selection and implementation of standard business solutions
•	IT Document, ISO 27001:2013, ITIL, COBIT
•	Monitoring system and Automation support system 

Results:
•	Improving help-desk services to 70% for 6 offices , 100% tickets resolved 
•	Improve 70% connection performance of 6 offices
•	Saving 30% IT Cost. 
•	Built up &amp; managing the 2 Call Center sites in Hanoi and Saigon for 700 agents, using Open Source technologies/solutions
•	Building monitoring system (automatic alert when system up and down by SMS and Email) for 30+ servers and 40+ applications for 7 offices
•	Training IT team, New Staffs and support customers
•	Controlling Azure clouding computing of Microsoft
•	Built up Virtual environment (Hyper-V, VMware, Citrix) for Harvey Nash system

Technology: 
•	Microsoft (window server 2003-2012, ISA, TMG, MSSQL server, Lync, Exchange 2003-200, IIS, SCCM)
•	Linux open Source (centos, fedora, Red Hat, MySQL, Nagios, Cati, Apache, openVPN, Asterisk)
•	Cisco 2960, 3750, 3850, ASA. 
•	EXSI, Hyper-V, Citrix
•	IBM server, HP server, Dell Server
•	AZURE, Dynamics-NAV, Dynamic-CRM ; work: Epinion&#44; GLOBAL , position: IT Manager, desc: IT Manager, Global IT services

Primary areas of responsibilities:
·  Redesign and implementation of new secure Cloud based infrastructure
·  Support and implementation business services 24/7
·  Providing the best IT services in VN and support for EU
·  Reporting and supporting IT strategy to Head of Global IT.
·  Group IT budget and IT polices
·  Support organization across regions and countries
· Operation of all business systems and infrastructure 
· Built New office and infrastructure  for Epinion VN

Key Projects:
·   Restructure IT global structure
·   Restructured IT polices and It document follow standard ISO 27001:2013, ITIL, COBIT
·   Built IT team and support end users follow ITIL process
·   Built system VoIP IP based on open source technology
·  Setup Wi-Fi Solution, Captive portal for 03 Countries (VN, CPH, AAH)
·  Training IT knowledge for IT team and employee, IT security solution
·  Backup restore &amp; DR solution , cloud base moving
· Controlling IT team, provided IT services and infrastructure solution
· Controlling IT system on premises and Cloud system AWS, Azure
· Monitoring, automation process, Firewall, services ticket

Results:
· Saving 50% internet cost and telco cost
· System performance improved 80%
· 100% ticket resolve under 3.00 h
· 100% users moving o office 365 have training and using this system after 3 days
· Production server running 99.96% downtime without root cause.
· Complete moving 100% Production server on premise to Cloud base ( AWS, AZURE)
· Main business running with full redundancy, backup and recovery plan

Technology:
· Microsoft (window server 2008-2012-2016, IIS, SCCM, CRM, AX, MSSQL, TFS, SCOM )
· Linux open source (Nagios,Centos,Cati,pfsense,iptable,asterisk),Mac OS
· Cisco 2960, 3750, 3850, ASA. Cisco Wireless solution
· EXSI, Hyper-V, Citrix
· Amazon Web service (AWS) cloud base, RDS, Monitoring, Scripting, Automatic process
. AZURE cloud base
· SPSS Dimension, Power BI, Modeler
· Office 365, ERP (Dynamics-Nav) ; work: Allen &amp; Overy&#44; Viet Nam, position: IT Officer Manager , desc: Allen&amp;Overy 
IT Officer Manager 
Primary areas of responsibilities:
•	Support organization across regions and countries
•	Operation of all business systems and infrastructure 
•	Contact point of VN IT in ASIA. 
•	Providing the best IT services for VN office and ASIA , Planning IT Budget for VN Offices

Key Projects:
•	Main contact point of VN. 
•	Support IT services of VN office and Asia 
•	Provide the best IT services for VN office 
•	Provide training and IT orientation of IT Group 

Results:
•	Completed setup the infrastructure and 02 VN Office 
•	100% tickets support resolved. 
•	Saving 20% VN IT cost. 20% Internet and telco line 

Technology: 
•	Microsoft (window server 2003-2012, Exchange 2003-200, IIS, SCCM)
•	Cisco 2960, 3750, 3850, ASA. 
•	EXSI, Hyper-V, Citrix ; work: HiringBoss Ltd.&#44; Viet Nam, position: IT Manager, desc: HrBoss LTD 
IT manager 
Primary areas of responsibilities:
•	Design and implementation up 04 Offices Vietnam, Singapore, Japan, Indonesia for 100+ users
•	Design and implementation Voice system based on Cisco technology  
•	Operation of all business systems and infrastructure 
•	Support Users of all Group 
•	Budget Group IT 
•	Providing the best IT services for Group 
Key Projects:
•	Operation the infrastructure of 04 office 
•	Support business units with selection and implementation of standard business solutions
•	Moving google App to office 365 
•	Monitoring system and support business of Group
Results:
•	Completed setup the infrastructure and Voice system 
•	Provide the best IT services for Group. 
•	Saving 20%-30 VN IT cost. 70 % Internet and telco cost 
•	Provide the best voice system for customer care services  
Technology: 
•	Microsoft (window server 2003-2012, Exchange 2003-200, IIS, SCCM)
•	Linux open source ( Nagios, Centos, Cati, pfsense, iptable )
•	Cisco 2960, 3750, 3850, ASA. 
•	EXSI, Hyper-V, Citrix
•	Amazon Web service ( AWS ) cloud base
•	Office 365 ; work: Sequent Asia IT&#44; Vietnam, position: IT Manager, desc: IT Manager 
Primary areas of responsibilities:
• Design and implementation up 02 Offices Vietnam for 100+ users
• Design and implementation Voice system based on Cisco technology 
• Operation of all business systems and infrastructure 
• Budget Group IT, IT polices and IT document follow standard ISO 27001:2013, ITIL, COBIT
• Design Wireless Solution for VN Offices
•	Moving system to Cloud 
•	Optimization Virtual system , cloud system 

Key Projects:
• Operation the infrastructure of 02 office, 1 Voice system, 02 virtual system, 02 Firewalls, Automation system, report services, Monitoring system. 
• Support business units with selection and implementation of standard business solutions
• Moving google App to office 365 
•	Provide the best support services for customer and local users 
• working with customer, control the requirement of customer.  

Results:
• Completed setup the infrastructure, AWS, AZURE, Monitoring system, automation, Firewall, wireless 
• Provide the best IT services for Office and Customer 
• Saving 30-50% VN IT cost. 80% Internet and telco cost 
• Provide the best voice system for customer care services  

Technology: 
• Microsoft (window server 2003-2012, IIS, SCCM, CRM, AX, MSSQL, TFS. )
• Linux open source (Nagios, Centos, Cati, pfsense, iptable …)
• Cisco 2960, 3750, 3850, ASA. Cisco Wireless solution 
• EXSI, Hyper-V, Citrix
• Amazon Web service (AWS) cloud base
• Office 365,Dynamics-NAV, Dynamic-CRM ; work: Nhat Nghe Education JSC&#44; HCMC, position: Lecturer, desc: Teaching : 
•	Core system of Window server 2003 , 2008 
•	Core Security of Microsoft technology 
•	Core ISA 2004-2006 , TMG 2010
•	Core Fore font 2010
•	Core Exchange 2003, 2010
•	Core classic Networking and routing 
Supporting : Nhat Nghe students via forum and via direct call"
456," 
Working at CIC insurance currently,

Some of the skills and knowledge acquired.
  1. Develop positive working relationships with clients 

    2.Approach clients via cold calling and direct mail to inquire about their insurance situations and future needs 

    3. Deliver policy proceeds after a claim is filed and approved 

    4. Communicate with Insurance Adjusters about the life cycle of each claim 

    5.  Explain the differences in policy specifics so clients can make informed decisions about their purchases 

    6.Assist with obtaining underwriting approval 

  7.  Respond to clients’ questions and complaints 

 8.   Follow up with clients after initial meetings or conversations ","study: Bachelor&#39;s degree&#44; Business, Management, Marketing, and Related Support Services, institution: kca university",Customer Service ; Microsoft Excel ; Management ; Microsoft Office ; Customer Relationship Management (CRM),"work: zuri tracking limited&#44; kenya, nairobi, position: markerting executive, desc:  ; work: CIC Insurance Company&#44; KENYA, UPPERHILL, position: Marketing Executive, desc: "
457,,"study: MCP&#44; Installing, Configuring, and Administering Microsoft Windows, institution: Microsoft Certification. ; study: , institution: Kings College Budo ; study: , institution: Makerere University ; study: MCSE&#44; Business Intelligence, institution: Microsoft Certification",Management ; Internet Banking ; Deposits ; SWIFT payments ; Commercial Banking ; Operational Risk ; Operational Risk Management ; Cash Management ; Microsoft Office ; Customer Service ; Analysis ; Payment Systems ; Banking ; Transactional Banking ; Payments ; Information Technology ; Change Management ; Financial Analysis ; Mobile Banking ; Risk Management ; Electronic Payments ; Financial Services,"work: Barclays Bank Uganda, position: Customer Advisor, desc:  ; work: Barclays, position: Product Manager Transactional Services -Corporate Banking, desc:  ; work: MUK Finance Department, position: Data Entry Specialist, desc: Trained in book balancing and reconciliation-accounts department ; work: Barclays&#44; Kampala, position: Head E-Banking (Cash Management -Corporate Banking), desc:  ; work: Barclays Bank Uganda, position: System Administrator Ebanking - Cash Management, desc: "
458,"Ameer is a design consultant specializing in impact-driven experience design, prod. design for startups, and creative direction for fashion, lifestyle and social brands. He&#39;s interested in continuing work in Fashion and wants to break into E-Sports, Manufacturing and AR/VR environments.","study: BFA&#44; Service Design, institution: Savannah College of Art and Design",Layout ; User Interface Design ; Flash ; Visual Communication ; Sketching ; Animation ; Wordpress ; Logo Design ; Dreamweaver ; Adobe Fireworks ; Final Cut Pro ; After Effects ; Social Media ; Digital Illustration ; Premiere ; Photography ; Adobe Creative Suite ; Illustration ; Mac ; HTML ; Motion Graphics ; Graphics ; SEO ; Posters ; Microsoft Office ; Blogging ; Web Development ; Storyboarding ; Corporate Identity ; Illustrator ; Web Design ; InDesign ; Adobe Acrobat ; Typography ; Graphic Design ; E-commerce ; Art Direction ; Drawing ; CSS ; Photoshop ; Digital Photography ; Video Editing ; Creative Direction ; User Experience ; Concept Development ; WordPress ; Branding &amp; Identity ; Interaction Design ; PowerPoint ; Advertising,"work: The Empty Space&#44; Philadelphia, Pennsylvania, position: Co-Founder, Creative Director, desc: Empty Space is a design effort comprised of a network of designers, creative technologists and artists that collaborate on projects. As the collective&#39;s leader, I assembled the team in 2014 to tackle a startup cohort @ DreamIT Ventures and to launch the world&#39;s first multinational bank consumer credit learning tool with Barclaycard.

Soon after, we were hired by Supra Office Solutions, Inc., as a consulting force to develop a pitch to their investors for their acqusition of EMSCO Scientific Enterprises, Inc. I lead the creative team to develop the visual identity and future brand strategy for EMSCO and any proposed acqusitions in the company&#39;s future. 

Since then, we&#39;ve come together for other projects ranging from Fashion, Music and Social Innovation. 

*formerly known as Pulp Creative (an outfit started in January of 2014) ; work: Boldened ltd. (formely Feels ltd)&#44; Pittsburgh, Pennsylvania, position: Co-Founder, Director of Marketing, desc: Co-Founder of the Feels App which was featured as the Best New App on the US App Store between December 2013 and February 2014.

Undergoing a brand + product pivot, we relaunched as Boldened Ltd in Jan 2015. As of Jan 2016 we&#39;ve taken a hiatus. ; work: R/GA&#44; New York, NY, position: User Experience Designer, desc: Working as an intern in an agile team, I helped shape the digital and physical experiences for Nike, Makerbot, Samsung, Fossil and Converse.

I was responsible for launch key summer campaigns:

- Nike KD7
- Nike Pro Combat
- Nike World Cup
- Nike The Baddest
- Nike Color ; work: HCA IT&amp;S&#44; Nashville, Tennessee, position: Sr Mobile UX Designer, desc: Lead the charge in visual and ux design of a groundbreaking medical application across the iPhone, iPad, Apple TV and Apple Watch. I also developed an open-source Mobile Design framework that is currently in the process of being deployed enterprise-wide for designers and development teams across HCA&#39;s network.  ; work: Nashville Entrepreneur Center&#44; Greater Nashville Area, TN, position: Advisor, desc: Outside of HCA, I joined the Nashville Entrepreneur Center (EC)in September 2016 as an advisor in Design Thinking, UX + UI Design, Service Design Methods: Customer Journeys, Personas, Business Model Canvas, and Brand Strategy.

As it stands today, I’ve met with 20+ entrepreneurs, half of which I’ve met on a recurring basis for the past several months. Aside from the humbling thought that my words carry some bit of weight, there’s an overwhelming sense of responsibility I’ve felt since volunteering my time toward this effort. 

Also an advisor for Project Music. ; work: Audible, Inc.&#44; Newark, NJ, position: Visual Design + UI Consultant, desc: I was hired to help usher in Audible Channels, a hub for all short-form audio content that would exist within the Audible App. I was also in charge of the product’s future vision for both Apple &amp; Android Devices. ; work: Anew Lifestyle &amp; Wellness Solutions&#44; Riverview, FL, position: Sales Associate, desc: Assisted the store manager in selling herbal products, informed customers of the benefits of using these products in overall diet. Helped facilitate workshops for the local community. ; work: Internships, position: Intern, desc: Listed are a few of the internships I were apart of in 2012. 

China Partnership of Greater Philadelphia - May 2012 to August 2012  

Design Intern / Team leader. 

Aol Corporate 
- August 2012 to November 2012

Data Intern. ; work: Sponsored SCAD Projects, position: Design Director, desc: It has been a privilege to be apart of three Student led, SCAD Sponsored Classes. 

Reebok + CrossFit 
- January 2013 to March 2013 

Microsoft Studios
- September 2013 to November 2013

SCAD Pad Micro Housing
- January 2014 to March 2014 ; work: West Philadelphia Financial Services Institution, position: Program Coordinator, desc: I helped to provide ten (10) inner city high school students with an intimate view and understanding of the multiple components of financial education, real estate, entrepreneurship, college planning, personal and career development. We accomplish this through teaching, speaking engagements, trips and presentations."
459,"Online Performance Marketing by Klickkonzept - What´s your &quot;Klickkonzept&quot;​ like? 
All online activities are based on clicks. Often times, marketers forget this essential detail. the actual Klickkonzept! SEO, SEA, Video, Social Media, Placement, Tracking, Growth Hacking.
You get what you measure. Often, the results of online marketing services are not very clear. That´s why we evaluate our online measures on the basis of... business-relevant key figures!
You can only chose the right measures after having understood your target group´s online behaviour. The different online marketing instruments take effect at different moments during the potential customer´s decision making. The right measures... turn interest groups into your new customers. Performance Tracking &amp; Analytics: Apart from ROI, there are a couple of key figures for the evaluation of online marketing measures. Relevant business key figures are assigend to origin, media, campaings and more details. Every company has to develop its own metric in order to be able to measure company achievements. The value of a click should not be reduced to a specific transaction volume. Cusomters Journeys across multiple devices challenge modern tracking systems. With the help of performance data, online measures can be directed in a much more specific manner and online marketing measures become more effective. Through the key-figure of A/B-tests, website conversion can be boosted. As implementation partner for the most important tracking systems, we can help you find the most suitable tools. May companies are very positive about us and the &quot;click concept&quot; we´ve created for them. 
More about me on my Blog www.chocolateblue.blog","study: Diplom-Kauffmann&#44; Marketing / Organisation, institution: University of Bayreuth ; study: Bachelors&#44; Mathematics, institution: Wirtschaftswissenschaftliches Gymnasium Bayreuth",Digital Marketing ; Management ; Vision Clearance Engineer ; Produktmanagement ; Marketing Communications ; Snapchat Marketing ; Strategic Partnerships ; Google Shopping ; Mobile Marketing ; Engagement Manager ; Growth Marketing ; Analytics ; PPC ; Social Media ; Pinterest Marketing ; Instagram Marketing ; Strategic Planning ; Marketing ; Entertainment ; Community Content Outreach Coordinator ; Entrepreneurship ; Digital Media ; Brand Champion ; Leadership ; Online Advertising ; Growth Hacking ; SEO ; Social Media Evangelist ; Event Management ; Public Relations ; Google Marketing ; E-commerce ; Social Media Marketing ; Marketing Strategy ; Preissuchmaschinen ; Business Development ; Promotion ; Strategy ; Start-ups ; Conversation Manager ; Influencer Marketing ; Digital Strategy ; Business Strategy ; Sales ; Online Marketing ; Facebook Marketing ; Search Engine Optimization (SEO) ; Media Planning ; Brand Warrior ; Advertising,"work: Klickkonzept GmbH&#44; Frankfurt Am Main Area, Germany, position: Business Development Manager, desc: Responsibility: 
Business Development, Sales, Key Account, Strategy Manager, Online Marketing Manager, Promotions and Cooperation’s Marketing Manager, Consulting, Influencer Marketing, Social Media Marketing
Business Areas: 
Online-Performance-Marketing Agency with focus on consulting. 
SEO, SEA, Video, Social Media, Placement, Tracking, Growth Hacking.
Clients: 
Carlsen Verlag, Channel21, Discovery Communication, Dr. Plum, HD+, Gemondo, Interseroh, Karstadt le Buffet, Konstantin Slawinski, NENA, Kaufhof Dinea, Market Dialog, MONACO-blue, Paracelsus, point rouge, Studiocanal, Suzuki, Sir Peter Ustinov Foundation, Ubisoft, Universum Film, Warner e.g
 ; work: Chocolate Blue GmbH&#44; Hamburg, position: Owner, Managing Director, Founder, desc: Responsibility: 
Annual Sales 3.2 Millions Euros and for 25 employees.
Responsibility for the company (Business Management, Marketing, Strategy, Organization, Human Resources, Controlling, Business Development, Project-Management, Sales, New Business and Key-Accounting). 
Business area: 
Full-Service-Agency with focus on cooperation marketing between brands, media and entertainment partners. 
Clients: 
Alfred Sternjakob, Apart, Alice, Bauknecht, Beam Global, Beluga Spiele, Betty Barclay, Bigpoint, Bonprix, Constantin Film, Delphi Film, dtv, Eichborn Verlag, FriendScout24, Flashpoint, Kinowelt, Mäurer &amp; Wirtz, Melitta, Microsoft, Mitsubishi, mydays, Paramount Pictures, Paracelsus Schulen, Red Bull, Samsung, Senator Film, Sony Pictures, Sony Music, Strellson, Tobis Film, Tchibo, Universum, Universal Music, Ubisoft, Volkswagen, Warsteiner, Warner Bros. Weleda e.g. 

 ; work: Bellevue and More AG, position: Vice President Marketing &amp; Communication, desc: Responsibility: 
Marketing budget 2 Million Euros and 5 employees.
Head of all Marketing and Communication activities including PR, Event, Advertising and Business Development. 
Business Area: 
Real Estates, Media, Travel
 ; work: creditshelf&#44; Frankfurt Am Main Area, Germany, position: Marketing Leiterin, desc: Marketing at creditshelf GmbH. 
Bundled expertise in banking, risk and IT
The founders – Dr. Tim Thabe, Dr. Daniel Bartsch and Christoph Maichel – have known each other since their student days at University of Mannheim in the 1990s. Our respective careers span different positions within the financial services sector and as a result we have accumulated profound market and sector insights. We spotted a structural weaknesses in credit supply as banks are increasingly retrenching from lending to small and medium sized (SME) companies. This harms the development of these important businesses and has a negative impact on the overall economy.
In 2014 we decided to execute on our vision to find a better way to lend to SME´s and founded creditshelf. In 2015 creditshelf, the professional market place for SME loans, goes live.
Together with Dr. Mark Währisch who joined as managing director in the middle of 2016 and our growing team we look back on a fascinating journey whilst looking forward to an exciting and successful future ; work: Chocolate Blue - eine Unit der CMF Advertising GmbH, position: unit director, desc: Responsibility: 
Integration of the agency in the full-service-sales-promotion agency CMF
Responsibility for the unit within the company (Business Management, Marketing, Strategy, Organization, Human Resources, Controlling, Business Development, Project-Management, Sales, New Business and Key-Accounting). 
Business area: 
Full-Service-Agency with focus on cooperation marketing between brands, media and entertainment partners. 
Clients: 
Allianz, Air Berlin, Bonita, BMW, Carlsen, Care.com, Coca-Cola, Europa Park, Ferrari, FriendScout24, Immergut, Interseroh, Nintendo, Noris Spiele, Paramount, REWE Group, Safilo, Senator, Studiocanal, Tag Heuer, The Donut People, Tobis Film, Warner, Warsteiner, Zoch Spiele, e.g. 

 ; work: DSF, position: Marketing Licensing Merchandising Leader, desc: Responsibility: 
Annual Sales 2 Million Euros, Marketing budget of 1 Million Euros and for 4 employees.
Successful Foundation of a licensing unit.
Production of all B-to-B Advertising material.
Business Area: 
TV and Online Media, Sport.
 ; work: Chocolate Blue Communications GmbH&#44; Bayreuth, position: managing director, founder, desc: Responsibility: 
Annual Sales 100.000 Euros and for 3 employees.
Business area: 
Consulting.
Clients: 
3L Film e.g.
"
